Column,Category,Frequency,Category_Sorted
UretimID,101872,1,101872.0
UretimID,101873,1,101873.0
UretimID,101880,1,101880.0
UretimID,101881,1,101881.0
UretimID,101891,1,101891.0
UretimID,101893,1,101893.0
UretimID,101899,1,101899.0
UretimID,101905,1,101905.0
UretimID,101907,1,101907.0
UretimID,101911,1,101911.0
UretimID,101912,1,101912.0
UretimID,101929,1,101929.0
UretimID,101933,1,101933.0
UretimID,101935,1,101935.0
UretimID,101939,1,101939.0
UretimID,101940,1,101940.0
UretimID,101941,1,101941.0
UretimID,101943,1,101943.0
UretimID,101944,1,101944.0
UretimID,101962,1,101962.0
UretimID,101966,1,101966.0
UretimID,101970,1,101970.0
UretimID,102006,1,102006.0
UretimID,102011,1,102011.0
UretimID,102018,1,102018.0
UretimID,102028,1,102028.0
UretimID,102029,1,102029.0
UretimID,102039,1,102039.0
UretimID,102042,1,102042.0
UretimID,102046,1,102046.0
UretimID,102052,1,102052.0
UretimID,102053,1,102053.0
UretimID,102060,1,102060.0
UretimID,102065,1,102065.0
UretimID,102072,1,102072.0
UretimID,102078,1,102078.0
UretimID,102079,1,102079.0
UretimID,102082,1,102082.0
UretimID,102084,1,102084.0
UretimID,102086,1,102086.0
UretimID,102087,1,102087.0
UretimID,102088,1,102088.0
UretimID,102091,1,102091.0
UretimID,102098,1,102098.0
UretimID,102100,1,102100.0
UretimID,102101,1,102101.0
UretimID,102110,1,102110.0
UretimID,102112,1,102112.0
UretimID,102113,1,102113.0
UretimID,102114,1,102114.0
UretimID,102122,1,102122.0
UretimID,102124,1,102124.0
UretimID,102126,1,102126.0
UretimID,102127,1,102127.0
UretimID,102132,1,102132.0
UretimID,102134,1,102134.0
UretimID,102144,1,102144.0
UretimID,102147,1,102147.0
UretimID,102149,1,102149.0
UretimID,102152,1,102152.0
UretimID,102153,1,102153.0
UretimID,102155,1,102155.0
UretimID,102161,1,102161.0
UretimID,102175,1,102175.0
UretimID,102181,1,102181.0
UretimID,102194,1,102194.0
UretimID,102225,1,102225.0
UretimID,102231,1,102231.0
UretimID,102239,1,102239.0
UretimID,102246,1,102246.0
UretimID,102249,1,102249.0
UretimID,102250,1,102250.0
UretimID,102268,1,102268.0
UretimID,102296,1,102296.0
UretimID,102303,1,102303.0
UretimID,102315,1,102315.0
UretimID,102322,1,102322.0
UretimID,102335,1,102335.0
UretimID,102342,1,102342.0
UretimID,102345,1,102345.0
UretimID,102346,1,102346.0
UretimID,102348,1,102348.0
UretimID,102362,1,102362.0
UretimID,102374,1,102374.0
UretimID,102376,1,102376.0
UretimID,102381,1,102381.0
UretimID,102391,1,102391.0
UretimID,102395,1,102395.0
UretimID,102399,1,102399.0
UretimID,102404,1,102404.0
UretimID,102406,1,102406.0
UretimID,102407,1,102407.0
UretimID,102411,1,102411.0
UretimID,102418,1,102418.0
UretimID,102423,1,102423.0
UretimID,102426,1,102426.0
UretimID,102432,1,102432.0
UretimID,102489,1,102489.0
UretimID,102494,1,102494.0
UretimID,102496,1,102496.0
UretimID,102501,1,102501.0
UretimID,102508,1,102508.0
UretimID,102509,1,102509.0
UretimID,102552,1,102552.0
UretimID,102583,1,102583.0
UretimID,102587,1,102587.0
UretimID,102593,1,102593.0
UretimID,102602,1,102602.0
UretimID,102603,1,102603.0
UretimID,102608,1,102608.0
UretimID,102609,1,102609.0
UretimID,102610,1,102610.0
UretimID,102612,1,102612.0
UretimID,102613,1,102613.0
UretimID,102614,1,102614.0
UretimID,102617,1,102617.0
UretimID,102621,1,102621.0
UretimID,102627,1,102627.0
UretimID,102635,1,102635.0
UretimID,102652,1,102652.0
UretimID,102653,1,102653.0
UretimID,102656,1,102656.0
UretimID,102657,1,102657.0
UretimID,102683,1,102683.0
UretimID,102685,1,102685.0
UretimID,102687,1,102687.0
UretimID,102688,1,102688.0
UretimID,102694,1,102694.0
UretimID,102895,1,102895.0
UretimID,102898,1,102898.0
UretimID,102922,1,102922.0
UretimID,102924,1,102924.0
UretimID,102928,1,102928.0
UretimID,102929,1,102929.0
UretimID,102931,1,102931.0
UretimID,102940,1,102940.0
UretimID,102945,1,102945.0
UretimID,102948,1,102948.0
UretimID,102951,1,102951.0
UretimID,102958,1,102958.0
UretimID,102962,1,102962.0
UretimID,102966,1,102966.0
UretimID,102969,1,102969.0
UretimID,102983,1,102983.0
UretimID,102985,1,102985.0
UretimID,102986,1,102986.0
UretimID,102988,1,102988.0
UretimID,102989,1,102989.0
UretimID,102990,1,102990.0
UretimID,102992,1,102992.0
UretimID,102993,1,102993.0
UretimID,102996,1,102996.0
UretimID,102999,1,102999.0
UretimID,103000,1,103000.0
UretimID,103002,1,103002.0
UretimID,103008,1,103008.0
UretimID,103011,1,103011.0
UretimID,103013,1,103013.0
UretimID,103019,1,103019.0
UretimID,103021,1,103021.0
UretimID,103024,1,103024.0
UretimID,103027,1,103027.0
UretimID,103037,1,103037.0
UretimID,103038,1,103038.0
UretimID,103040,1,103040.0
UretimID,103042,1,103042.0
UretimID,103046,1,103046.0
UretimID,103047,1,103047.0
UretimID,103051,1,103051.0
UretimID,103052,1,103052.0
UretimID,103054,1,103054.0
UretimID,103060,1,103060.0
UretimID,103070,1,103070.0
UretimID,103071,1,103071.0
UretimID,103079,1,103079.0
UretimID,103083,1,103083.0
UretimID,103096,1,103096.0
UretimID,103097,1,103097.0
UretimID,103101,1,103101.0
UretimID,103116,1,103116.0
UretimID,103127,1,103127.0
UretimID,103129,1,103129.0
UretimID,103133,1,103133.0
UretimID,103141,1,103141.0
UretimID,103150,1,103150.0
UretimID,103172,1,103172.0
UretimID,103174,1,103174.0
UretimID,103175,1,103175.0
UretimID,103176,1,103176.0
UretimID,103180,1,103180.0
UretimID,103181,1,103181.0
UretimID,103182,1,103182.0
UretimID,103183,1,103183.0
UretimID,103185,1,103185.0
UretimID,103188,1,103188.0
UretimID,103189,1,103189.0
UretimID,103193,1,103193.0
UretimID,103194,1,103194.0
UretimID,103195,1,103195.0
UretimID,103196,1,103196.0
UretimID,103199,1,103199.0
UretimID,103200,1,103200.0
UretimID,103201,1,103201.0
UretimID,103202,1,103202.0
UretimID,103203,1,103203.0
UretimID,103204,1,103204.0
UretimID,103206,1,103206.0
UretimID,103207,1,103207.0
UretimID,103213,1,103213.0
UretimID,103216,1,103216.0
UretimID,103217,1,103217.0
UretimID,103218,1,103218.0
UretimID,103219,1,103219.0
UretimID,103220,1,103220.0
UretimID,103223,1,103223.0
UretimID,103229,1,103229.0
UretimID,103239,1,103239.0
UretimID,103242,1,103242.0
UretimID,103244,1,103244.0
UretimID,103248,1,103248.0
UretimID,103250,1,103250.0
UretimID,103251,1,103251.0
UretimID,103252,1,103252.0
UretimID,103254,1,103254.0
UretimID,103255,1,103255.0
UretimID,103258,1,103258.0
UretimID,103259,1,103259.0
UretimID,103262,1,103262.0
UretimID,103264,1,103264.0
UretimID,103267,1,103267.0
UretimID,103268,1,103268.0
UretimID,103270,1,103270.0
UretimID,103273,1,103273.0
UretimID,103275,1,103275.0
UretimID,103277,1,103277.0
UretimID,103278,1,103278.0
UretimID,103281,1,103281.0
UretimID,103287,1,103287.0
UretimID,103289,1,103289.0
UretimID,103290,1,103290.0
UretimID,103294,1,103294.0
UretimID,103300,1,103300.0
UretimID,103301,1,103301.0
UretimID,103302,1,103302.0
UretimID,103303,1,103303.0
UretimID,103304,1,103304.0
UretimID,103306,1,103306.0
UretimID,103307,1,103307.0
UretimID,103309,1,103309.0
UretimID,103312,1,103312.0
UretimID,103317,1,103317.0
UretimID,103321,1,103321.0
UretimID,103323,1,103323.0
UretimID,103324,1,103324.0
UretimID,103325,1,103325.0
UretimID,103334,1,103334.0
UretimID,103337,1,103337.0
UretimID,103340,1,103340.0
UretimID,103344,1,103344.0
UretimID,103345,1,103345.0
UretimID,103346,1,103346.0
UretimID,103347,1,103347.0
UretimID,103348,1,103348.0
UretimID,103349,1,103349.0
UretimID,103350,1,103350.0
UretimID,103357,1,103357.0
UretimID,103370,1,103370.0
UretimID,103384,1,103384.0
UretimID,103389,1,103389.0
UretimID,103395,1,103395.0
UretimID,103401,1,103401.0
UretimID,103417,1,103417.0
UretimID,103418,1,103418.0
UretimID,103424,1,103424.0
UretimID,103425,1,103425.0
UretimID,103426,1,103426.0
UretimID,103428,1,103428.0
UretimID,103430,1,103430.0
UretimID,103432,1,103432.0
UretimID,103434,1,103434.0
UretimID,103436,1,103436.0
UretimID,103442,1,103442.0
UretimID,103443,1,103443.0
UretimID,103444,1,103444.0
UretimID,103445,1,103445.0
UretimID,103447,1,103447.0
UretimID,103448,1,103448.0
UretimID,103452,1,103452.0
UretimID,103454,1,103454.0
UretimID,103455,1,103455.0
UretimID,103456,1,103456.0
UretimID,103458,1,103458.0
UretimID,103459,1,103459.0
UretimID,103463,1,103463.0
UretimID,103464,1,103464.0
UretimID,103465,1,103465.0
UretimID,103470,1,103470.0
UretimID,103473,1,103473.0
UretimID,103476,1,103476.0
UretimID,103477,1,103477.0
UretimID,103482,1,103482.0
UretimID,103486,1,103486.0
UretimID,103489,1,103489.0
UretimID,103492,1,103492.0
UretimID,103493,1,103493.0
UretimID,103495,1,103495.0
UretimID,103496,1,103496.0
UretimID,103497,1,103497.0
UretimID,103498,1,103498.0
UretimID,103501,1,103501.0
UretimID,103505,1,103505.0
UretimID,103507,1,103507.0
UretimID,103509,1,103509.0
UretimID,103511,1,103511.0
UretimID,103513,1,103513.0
UretimID,103515,1,103515.0
UretimID,103516,1,103516.0
UretimID,103517,1,103517.0
UretimID,103520,1,103520.0
UretimID,103521,1,103521.0
UretimID,103522,1,103522.0
UretimID,103523,1,103523.0
UretimID,103524,1,103524.0
UretimID,103525,1,103525.0
UretimID,103527,1,103527.0
UretimID,103531,1,103531.0
UretimID,103536,1,103536.0
UretimID,103537,1,103537.0
UretimID,103542,1,103542.0
UretimID,103547,1,103547.0
UretimID,103551,1,103551.0
UretimID,103552,1,103552.0
UretimID,103553,1,103553.0
UretimID,103554,1,103554.0
UretimID,103558,1,103558.0
UretimID,103560,1,103560.0
UretimID,103561,1,103561.0
UretimID,103566,1,103566.0
UretimID,103571,1,103571.0
UretimID,103572,1,103572.0
UretimID,103574,1,103574.0
UretimID,103575,1,103575.0
UretimID,103576,1,103576.0
UretimID,103577,1,103577.0
UretimID,103578,1,103578.0
UretimID,103581,1,103581.0
UretimID,103586,1,103586.0
UretimID,103594,1,103594.0
UretimID,103596,1,103596.0
UretimID,103600,1,103600.0
UretimID,103603,1,103603.0
UretimID,103604,1,103604.0
UretimID,103605,1,103605.0
UretimID,103608,1,103608.0
UretimID,103609,1,103609.0
UretimID,103613,1,103613.0
UretimID,103618,1,103618.0
UretimID,103623,1,103623.0
UretimID,103624,1,103624.0
UretimID,103625,1,103625.0
UretimID,103626,1,103626.0
UretimID,103628,1,103628.0
UretimID,103631,1,103631.0
UretimID,103632,1,103632.0
UretimID,103636,1,103636.0
UretimID,103639,1,103639.0
UretimID,103641,1,103641.0
UretimID,103643,1,103643.0
UretimID,103645,1,103645.0
UretimID,103646,1,103646.0
UretimID,103647,1,103647.0
UretimID,103656,1,103656.0
UretimID,103659,1,103659.0
UretimID,103663,1,103663.0
UretimID,103666,1,103666.0
UretimID,103670,1,103670.0
UretimID,103688,1,103688.0
UretimID,103690,1,103690.0
UretimID,103692,1,103692.0
UretimID,103694,1,103694.0
UretimID,103695,1,103695.0
UretimID,103696,1,103696.0
UretimID,103697,1,103697.0
UretimID,103698,1,103698.0
UretimID,103699,1,103699.0
UretimID,103700,1,103700.0
UretimID,103701,1,103701.0
UretimID,103702,1,103702.0
UretimID,103703,1,103703.0
UretimID,103708,1,103708.0
UretimID,103709,1,103709.0
UretimID,103710,1,103710.0
UretimID,103711,1,103711.0
UretimID,103712,1,103712.0
UretimID,103713,1,103713.0
UretimID,103714,1,103714.0
UretimID,103715,1,103715.0
UretimID,103718,1,103718.0
UretimID,103719,1,103719.0
UretimID,103720,1,103720.0
UretimID,103722,1,103722.0
UretimID,103723,1,103723.0
UretimID,103725,1,103725.0
UretimID,103726,1,103726.0
UretimID,103728,1,103728.0
UretimID,103730,1,103730.0
UretimID,103733,1,103733.0
UretimID,103734,1,103734.0
UretimID,103737,1,103737.0
UretimID,103742,1,103742.0
UretimID,103744,1,103744.0
UretimID,103745,1,103745.0
UretimID,103746,1,103746.0
UretimID,103747,1,103747.0
UretimID,103750,1,103750.0
UretimID,103751,1,103751.0
UretimID,103752,1,103752.0
UretimID,103756,1,103756.0
UretimID,103759,1,103759.0
UretimID,103763,1,103763.0
UretimID,103765,1,103765.0
UretimID,103767,1,103767.0
UretimID,103768,1,103768.0
UretimID,103770,1,103770.0
UretimID,103773,1,103773.0
UretimID,103775,1,103775.0
UretimID,103781,1,103781.0
UretimID,103783,1,103783.0
UretimID,103784,1,103784.0
UretimID,103786,1,103786.0
UretimID,103788,1,103788.0
UretimID,103789,1,103789.0
UretimID,103791,1,103791.0
UretimID,103792,1,103792.0
UretimID,103793,1,103793.0
UretimID,103801,1,103801.0
UretimID,103802,1,103802.0
UretimID,103805,1,103805.0
UretimID,103806,1,103806.0
UretimID,103808,1,103808.0
UretimID,103810,1,103810.0
UretimID,103813,1,103813.0
UretimID,103814,1,103814.0
UretimID,103815,1,103815.0
UretimID,103817,1,103817.0
UretimID,103818,1,103818.0
UretimID,103820,1,103820.0
UretimID,103821,1,103821.0
UretimID,103822,1,103822.0
UretimID,103823,1,103823.0
UretimID,103824,1,103824.0
UretimID,103830,1,103830.0
UretimID,103834,1,103834.0
UretimID,103837,1,103837.0
UretimID,103841,1,103841.0
UretimID,103844,1,103844.0
UretimID,103847,1,103847.0
UretimID,103849,1,103849.0
UretimID,103852,1,103852.0
UretimID,103854,1,103854.0
UretimID,103861,1,103861.0
UretimID,103863,1,103863.0
UretimID,103864,1,103864.0
UretimID,103867,1,103867.0
UretimID,103868,1,103868.0
UretimID,103869,1,103869.0
UretimID,103873,1,103873.0
UretimID,103878,1,103878.0
UretimID,103881,1,103881.0
UretimID,103888,1,103888.0
UretimID,103890,1,103890.0
UretimID,103891,1,103891.0
UretimID,103893,1,103893.0
UretimID,103895,1,103895.0
UretimID,103899,1,103899.0
UretimID,103909,1,103909.0
UretimID,103911,1,103911.0
UretimID,103913,1,103913.0
UretimID,103917,1,103917.0
UretimID,103922,1,103922.0
UretimID,103929,1,103929.0
UretimID,103930,1,103930.0
UretimID,103942,1,103942.0
UretimID,103953,1,103953.0
UretimID,103966,1,103966.0
UretimID,103967,1,103967.0
UretimID,103968,1,103968.0
UretimID,103969,1,103969.0
UretimID,103970,1,103970.0
UretimID,103971,1,103971.0
UretimID,103973,1,103973.0
UretimID,103977,1,103977.0
UretimID,103979,1,103979.0
UretimID,103981,1,103981.0
UretimID,103982,1,103982.0
UretimID,103983,1,103983.0
UretimID,103984,1,103984.0
UretimID,103986,1,103986.0
UretimID,103989,1,103989.0
UretimID,103992,1,103992.0
UretimID,103993,1,103993.0
UretimID,103994,1,103994.0
UretimID,103995,1,103995.0
UretimID,103996,1,103996.0
UretimID,103998,1,103998.0
UretimID,104000,1,104000.0
UretimID,104001,1,104001.0
UretimID,104005,1,104005.0
UretimID,104006,1,104006.0
UretimID,104007,1,104007.0
UretimID,104009,1,104009.0
UretimID,104013,1,104013.0
UretimID,104017,1,104017.0
UretimID,104018,1,104018.0
UretimID,104020,1,104020.0
UretimID,104022,1,104022.0
UretimID,104024,1,104024.0
UretimID,104026,1,104026.0
UretimID,104028,1,104028.0
UretimID,104029,1,104029.0
UretimID,104030,1,104030.0
UretimID,104041,1,104041.0
UretimID,104042,1,104042.0
UretimID,104045,1,104045.0
UretimID,104046,1,104046.0
UretimID,104047,1,104047.0
UretimID,104050,1,104050.0
UretimID,104051,1,104051.0
UretimID,104054,1,104054.0
UretimID,104057,1,104057.0
UretimID,104058,1,104058.0
UretimID,104071,1,104071.0
UretimID,104072,1,104072.0
UretimID,104075,1,104075.0
UretimID,104077,1,104077.0
UretimID,104078,1,104078.0
UretimID,104081,1,104081.0
UretimID,104082,1,104082.0
UretimID,104084,1,104084.0
UretimID,104085,1,104085.0
UretimID,104086,1,104086.0
UretimID,104087,1,104087.0
UretimID,104090,1,104090.0
UretimID,104091,1,104091.0
UretimID,104093,1,104093.0
UretimID,104094,1,104094.0
UretimID,104098,1,104098.0
UretimID,104100,1,104100.0
UretimID,104101,1,104101.0
UretimID,104102,1,104102.0
UretimID,104103,1,104103.0
UretimID,104104,1,104104.0
UretimID,104105,1,104105.0
UretimID,104106,1,104106.0
UretimID,104108,1,104108.0
UretimID,104110,1,104110.0
UretimID,104111,1,104111.0
UretimID,104112,1,104112.0
UretimID,104113,1,104113.0
UretimID,104114,1,104114.0
UretimID,104116,1,104116.0
UretimID,104117,1,104117.0
UretimID,104120,1,104120.0
UretimID,104122,1,104122.0
UretimID,104124,1,104124.0
UretimID,104125,1,104125.0
UretimID,104126,1,104126.0
UretimID,104130,1,104130.0
UretimID,104131,1,104131.0
UretimID,104133,1,104133.0
UretimID,104137,1,104137.0
UretimID,104138,1,104138.0
UretimID,104145,1,104145.0
UretimID,104149,1,104149.0
UretimID,104150,1,104150.0
UretimID,104151,1,104151.0
UretimID,104155,1,104155.0
UretimID,104157,1,104157.0
UretimID,104162,1,104162.0
UretimID,104178,1,104178.0
UretimID,104179,1,104179.0
UretimID,104180,1,104180.0
UretimID,104182,1,104182.0
UretimID,104183,1,104183.0
UretimID,104185,1,104185.0
UretimID,104189,1,104189.0
UretimID,104190,1,104190.0
UretimID,104193,1,104193.0
UretimID,104195,1,104195.0
UretimID,104198,1,104198.0
UretimID,104205,1,104205.0
UretimID,104211,1,104211.0
UretimID,104213,1,104213.0
UretimID,104215,1,104215.0
UretimID,104216,1,104216.0
UretimID,104217,1,104217.0
UretimID,104218,1,104218.0
UretimID,104219,1,104219.0
UretimID,104220,1,104220.0
UretimID,104224,1,104224.0
UretimID,104225,1,104225.0
UretimID,104226,1,104226.0
UretimID,104228,1,104228.0
UretimID,104229,1,104229.0
UretimID,104230,1,104230.0
UretimID,104231,1,104231.0
UretimID,104232,1,104232.0
UretimID,104234,1,104234.0
UretimID,104236,1,104236.0
UretimID,104237,1,104237.0
UretimID,104242,1,104242.0
UretimID,104243,1,104243.0
UretimID,104245,1,104245.0
UretimID,104246,1,104246.0
UretimID,104253,1,104253.0
UretimID,104257,1,104257.0
UretimID,104258,1,104258.0
UretimID,104259,1,104259.0
UretimID,104263,1,104263.0
UretimID,104264,1,104264.0
UretimID,104266,1,104266.0
UretimID,104267,1,104267.0
UretimID,104269,1,104269.0
UretimID,104270,1,104270.0
UretimID,104273,1,104273.0
UretimID,104275,1,104275.0
UretimID,104277,1,104277.0
UretimID,104279,1,104279.0
UretimID,104280,1,104280.0
UretimID,104281,1,104281.0
UretimID,104282,1,104282.0
UretimID,104289,1,104289.0
UretimID,104290,1,104290.0
UretimID,104292,1,104292.0
UretimID,104293,1,104293.0
UretimID,104294,1,104294.0
UretimID,104296,1,104296.0
UretimID,104297,1,104297.0
UretimID,104298,1,104298.0
UretimID,104299,1,104299.0
UretimID,104300,1,104300.0
UretimID,104301,1,104301.0
UretimID,104302,1,104302.0
UretimID,104303,1,104303.0
UretimID,104305,1,104305.0
UretimID,104308,1,104308.0
UretimID,104311,1,104311.0
UretimID,104312,1,104312.0
UretimID,104313,1,104313.0
UretimID,104315,1,104315.0
UretimID,104318,1,104318.0
UretimID,104320,1,104320.0
UretimID,104322,1,104322.0
UretimID,104323,1,104323.0
UretimID,104329,1,104329.0
UretimID,104332,1,104332.0
UretimID,104340,1,104340.0
UretimID,104342,1,104342.0
UretimID,104343,1,104343.0
UretimID,104344,1,104344.0
UretimID,104346,1,104346.0
UretimID,104347,1,104347.0
UretimID,104351,1,104351.0
UretimID,104352,1,104352.0
UretimID,104353,1,104353.0
UretimID,104354,1,104354.0
UretimID,104356,1,104356.0
UretimID,104358,1,104358.0
UretimID,104359,1,104359.0
UretimID,104366,1,104366.0
UretimID,104368,1,104368.0
UretimID,104370,1,104370.0
UretimID,104375,1,104375.0
UretimID,104377,1,104377.0
UretimID,104382,1,104382.0
UretimID,104385,1,104385.0
UretimID,104393,1,104393.0
UretimID,104397,1,104397.0
UretimID,104401,1,104401.0
UretimID,104402,1,104402.0
UretimID,104406,1,104406.0
UretimID,104407,1,104407.0
UretimID,104408,1,104408.0
UretimID,104412,1,104412.0
UretimID,104416,1,104416.0
UretimID,104420,1,104420.0
UretimID,104421,1,104421.0
UretimID,104430,1,104430.0
UretimID,104431,1,104431.0
UretimID,104434,1,104434.0
UretimID,104435,1,104435.0
UretimID,104438,1,104438.0
UretimID,104444,1,104444.0
UretimID,104446,1,104446.0
UretimID,104448,1,104448.0
UretimID,104450,1,104450.0
UretimID,104453,1,104453.0
UretimID,104454,1,104454.0
UretimID,104456,1,104456.0
UretimID,104462,1,104462.0
UretimID,104465,1,104465.0
UretimID,104466,1,104466.0
UretimID,104467,1,104467.0
UretimID,104468,1,104468.0
UretimID,104475,1,104475.0
UretimID,104476,1,104476.0
UretimID,104477,1,104477.0
UretimID,104478,1,104478.0
UretimID,104481,1,104481.0
UretimID,104482,1,104482.0
UretimID,104485,1,104485.0
UretimID,104486,1,104486.0
UretimID,104489,1,104489.0
UretimID,104491,1,104491.0
UretimID,104492,1,104492.0
UretimID,104494,1,104494.0
UretimID,104499,1,104499.0
UretimID,104500,1,104500.0
UretimID,104502,1,104502.0
UretimID,104503,1,104503.0
UretimID,104506,1,104506.0
UretimID,104507,1,104507.0
UretimID,104508,1,104508.0
UretimID,104511,1,104511.0
UretimID,104513,1,104513.0
UretimID,104514,1,104514.0
UretimID,104517,1,104517.0
UretimID,104519,1,104519.0
UretimID,104520,1,104520.0
UretimID,104521,1,104521.0
UretimID,104524,1,104524.0
UretimID,104525,1,104525.0
UretimID,104526,1,104526.0
UretimID,104527,1,104527.0
UretimID,104530,1,104530.0
UretimID,104535,1,104535.0
UretimID,104538,1,104538.0
UretimID,104539,1,104539.0
UretimID,104540,1,104540.0
UretimID,104541,1,104541.0
UretimID,104543,1,104543.0
UretimID,104545,1,104545.0
UretimID,104548,1,104548.0
UretimID,104549,1,104549.0
UretimID,104550,1,104550.0
UretimID,104551,1,104551.0
UretimID,104553,1,104553.0
UretimID,104555,1,104555.0
UretimID,104558,1,104558.0
UretimID,104559,1,104559.0
UretimID,104561,1,104561.0
UretimID,104562,1,104562.0
UretimID,104564,1,104564.0
UretimID,104570,1,104570.0
UretimID,104572,1,104572.0
UretimID,104575,1,104575.0
UretimID,104578,1,104578.0
UretimID,104579,1,104579.0
UretimID,104580,1,104580.0
UretimID,104583,1,104583.0
UretimID,104584,1,104584.0
UretimID,104585,1,104585.0
UretimID,104589,1,104589.0
UretimID,104590,1,104590.0
UretimID,104594,1,104594.0
UretimID,104598,1,104598.0
UretimID,104600,1,104600.0
UretimID,104604,1,104604.0
UretimID,104605,1,104605.0
UretimID,104606,1,104606.0
UretimID,104613,1,104613.0
UretimID,104614,1,104614.0
UretimID,104615,1,104615.0
UretimID,104617,1,104617.0
UretimID,104618,1,104618.0
UretimID,104620,1,104620.0
UretimID,104622,1,104622.0
UretimID,104623,1,104623.0
UretimID,104627,1,104627.0
UretimID,104628,1,104628.0
UretimID,104631,1,104631.0
UretimID,104634,1,104634.0
UretimID,104635,1,104635.0
UretimID,104636,1,104636.0
UretimID,104637,1,104637.0
UretimID,104639,1,104639.0
UretimID,104640,1,104640.0
UretimID,104641,1,104641.0
UretimID,104647,1,104647.0
UretimID,104648,1,104648.0
UretimID,104650,1,104650.0
UretimID,104652,1,104652.0
UretimID,104653,1,104653.0
UretimID,104658,1,104658.0
UretimID,104661,1,104661.0
UretimID,104662,1,104662.0
UretimID,104663,1,104663.0
UretimID,104664,1,104664.0
UretimID,104667,1,104667.0
UretimID,104669,1,104669.0
UretimID,104670,1,104670.0
UretimID,104672,1,104672.0
UretimID,104673,1,104673.0
UretimID,104675,1,104675.0
UretimID,104677,1,104677.0
UretimID,104678,1,104678.0
UretimID,104679,1,104679.0
UretimID,104680,1,104680.0
UretimID,104681,1,104681.0
UretimID,104684,1,104684.0
UretimID,104688,1,104688.0
UretimID,104690,1,104690.0
UretimID,104691,1,104691.0
UretimID,104692,1,104692.0
UretimID,104695,1,104695.0
UretimID,104696,1,104696.0
UretimID,104698,1,104698.0
UretimID,104700,1,104700.0
UretimID,104703,1,104703.0
UretimID,104704,1,104704.0
UretimID,104712,1,104712.0
UretimID,104713,1,104713.0
UretimID,104717,1,104717.0
UretimID,104722,1,104722.0
UretimID,104724,1,104724.0
UretimID,104725,1,104725.0
UretimID,104727,1,104727.0
UretimID,104728,1,104728.0
UretimID,104729,1,104729.0
UretimID,104733,1,104733.0
UretimID,104734,1,104734.0
UretimID,104737,1,104737.0
UretimID,104745,1,104745.0
UretimID,104751,1,104751.0
UretimID,104752,1,104752.0
UretimID,104753,1,104753.0
UretimID,104754,1,104754.0
UretimID,104765,1,104765.0
UretimID,104771,1,104771.0
UretimID,104772,1,104772.0
UretimID,104773,1,104773.0
UretimID,104775,1,104775.0
UretimID,104776,1,104776.0
UretimID,104777,1,104777.0
UretimID,104778,1,104778.0
UretimID,104782,1,104782.0
UretimID,104784,1,104784.0
UretimID,104787,1,104787.0
